id,location,latitude,longitude,area_sqm,bedrooms,bathrooms,toilets,stories,house_type,furnishing,condition,parking_spaces,distance_to_city_center_km,proximity_to_main_road_km,security_rating,infrastructure_quality,electricity_stability,water_supply,neighborhood_prestige,desirability_score,price_naira,is_outlier,outlier_reason
1668,Alalubosa,7.384251,3.868289,289,3,2,2,2,Duplex,Furnished,New,2,4.8,2.7,6.7,9.5,6.6,7.0,4,4.3,49200000,False,
1669,Akobo,7.392029,3.91614,260,4,5,5,2,Terraced House,Unfurnished,Renovated,1,9.0,2.9,5.8,8.2,8.3,5.4,3,3.5,23300000,False,
1670,Challenge,7.335006,3.876284,137,2,3,4,2,Terraced House,Unfurnished,Renovated,2,8.4,2.31,8.8,6.1,3.2,5.0,3,3.8,10500000,False,
1671,Bodija,7.443229,3.913815,467,4,3,3,2,Duplex,Furnished,New,3,8.7,2.48,9.4,10.0,9.0,9.3,5,5.0,147700000,False,
1672,Jericho,7.398001,3.883076,159,2,3,3,1,Bungalow,Semi-Furnished,Old,4,6.7,2.22,9.6,9.0,7.2,9.0,4,4.8,55000000,False,
1673,Samonda,7.437883,3.912432,211,3,2,3,1,Terraced House,Semi-Furnished,Old,0,8.9,0.79,6.4,7.8,6.7,6.5,3,3.2,17800000,False,
1674,Iyaganku GRA,7.391589,3.872272,298,3,3,3,1,Bungalow,Furnished,Renovated,4,7.2,2.92,10.0,7.8,7.7,8.4,4,4.6,174800000,False,
1675,Samonda,7.438808,3.911018,260,3,4,4,1,Terraced House,Unfurnished,Renovated,0,12.4,0.22,6.8,4.1,6.3,6.4,3,3.2,24100000,False,
1676,Oluyole Estate,7.367032,3.844385,549,4,3,4,3,Detached House,Furnished,Old,3,5.3,2.3,8.6,7.8,9.0,8.4,4,4.2,56300000,False,
1677,Akobo,7.393084,3.910774,362,3,3,3,1,Bungalow,Semi-Furnished,New,1,12.0,1.92,8.3,7.1,6.3,9.0,3,3.5,30200000,False,
1678,Agodi GRA,7.421352,3.904125,561,5,5,5,3,Detached House,Furnished,New,2,4.1,1.58,7.7,10.0,8.7,9.4,4,4.7,301900000,False,
1679,Jericho,7.402967,3.880913,347,4,3,4,2,Duplex,Unfurnished,Renovated,2,9.1,2.63,8.4,9.0,6.9,9.3,4,4.8,108300000,False,
1680,Bodija,7.431348,3.909602,401,4,4,5,3,Detached House,Unfurnished,Old,2,8.0,1.57,8.1,9.7,9.0,8.9,5,5.0,87700000,False,
1681,Apete,7.460577,3.862994,185,2,3,3,1,Bungalow,Semi-Furnished,Renovated,0,13.8,2.61,4.0,5.0,4.9,4.8,2,2.8,7300000,False,
1682,Challenge,7.334144,3.88664,169,1,1,1,1,Flat,Furnished,Old,1,14.2,2.22,7.6,8.5,6.6,6.2,3,3.8,7200000,False,
1683,Bodija,7.431903,3.924821,471,4,3,4,1,Detached House,Semi-Furnished,New,4,9.2,2.4,10.0,8.0,9.0,10.0,5,5.0,126400000,False,
1684,Samonda,7.439205,3.911388,295,4,3,4,2,Terraced House,Unfurnished,Renovated,0,10.1,1.21,7.3,6.3,4.0,4.0,3,3.2,30000000,False,
1685,Alalubosa,7.379054,3.859471,163,2,1,1,1,Terraced House,Semi-Furnished,Renovated,2,5.5,1.13,4.9,10.0,5.2,8.9,4,4.3,34000000,False,
1686,Jericho,7.402182,3.885623,524,5,4,4,3,Detached House,Semi-Furnished,Old,2,9.3,0.13,7.8,10.0,5.3,9.1,4,4.8,145100000,False,
1687,Challenge,7.344283,3.86998,129,1,2,2,1,Flat,Unfurnished,Renovated,1,11.6,0.37,8.5,6.3,4.3,6.4,3,3.8,7000000,False,
1688,Oluyole Estate,7.362623,3.854211,485,4,3,4,2,Duplex,Unfurnished,Renovated,1,5.6,0.92,6.1,7.7,7.8,8.4,4,4.2,49700000,False,
1689,Agodi GRA,7.401794,3.903782,295,3,4,4,2,Duplex,Semi-Furnished,New,3,4.2,2.34,9.9,10.0,5.1,10.0,4,4.7,159800000,False,
1690,Samonda,7.429917,3.907999,245,3,3,3,1,Terraced House,Unfurnished,Old,2,9.0,1.07,5.9,6.4,5.4,6.5,3,3.2,16300000,False,
1691,Challenge,7.34173,3.88276,129,1,1,1,1,Flat,Unfurnished,Renovated,2,13.9,1.95,8.6,5.7,4.1,7.6,3,3.8,4800000,False,
1692,Jericho,7.404974,3.885925,400,5,5,6,2,Detached House,Unfurnished,New,2,6.1,2.03,8.4,10.0,9.0,9.1,4,4.8,127400000,False,
1693,Alalubosa,7.379756,3.862946,474,5,5,6,2,Duplex,Furnished,Renovated,3,2.0,2.91,7.7,8.8,8.3,7.5,4,4.3,83800000,False,
1694,Challenge,7.345438,3.873652,128,1,1,1,1,Flat,Unfurnished,Old,2,7.7,1.12,7.2,5.8,5.9,8.1,3,3.8,3700000,False,
1695,Bodija,7.428387,3.913109,445,4,3,4,2,Duplex,Semi-Furnished,Renovated,2,7.0,1.34,10.0,10.0,8.1,9.4,5,5.0,114300000,False,
1696,Akobo,7.388762,3.920072,149,2,2,2,2,Terraced House,Unfurnished,New,1,8.5,1.3,5.8,5.4,6.5,5.1,3,3.5,16300000,False,
1697,Jericho,7.395609,3.886199,276,3,4,4,2,Duplex,Semi-Furnished,Old,2,9.1,0.18,9.2,8.5,7.5,10.0,4,4.8,96500000,False,
1698,Oluyole Estate,7.366935,3.851819,193,2,3,3,1,Terraced House,Unfurnished,Old,2,11.2,0.69,10.0,8.0,6.5,7.7,4,4.2,23500000,False,
1699,Iyaganku GRA,7.390598,3.873279,313,3,2,2,2,Duplex,Semi-Furnished,Renovated,2,6.6,0.97,7.6,8.9,9.0,9.2,4,4.6,102900000,False,
1700,Oluyole Estate,7.364012,3.863529,260,3,3,3,2,Duplex,Unfurnished,New,2,7.7,1.2,7.8,8.0,8.4,7.6,4,4.2,31000000,False,
1701,Oluyole Estate,7.368511,3.847041,379,4,3,4,2,Duplex,Furnished,Renovated,2,8.9,0.36,7.9,7.4,8.1,9.0,4,4.2,57800000,False,
1702,Bodija,7.422108,3.905833,378,3,3,3,2,Duplex,Semi-Furnished,New,3,8.8,1.36,9.6,9.3,9.0,10.0,5,5.0,145300000,False,
1703,Agodi GRA,7.420967,3.909067,490,4,3,3,2,Duplex,Unfurnished,New,4,4.0,1.32,10.0,9.3,8.6,9.3,4,4.7,177400000,False,
1704,Bodija,7.428233,3.919747,483,5,4,5,1,Detached House,Furnished,New,2,8.7,2.76,7.6,9.9,7.6,10.0,5,5.0,196400000,False,
1705,Akobo,7.407888,3.932947,289,2,1,1,1,Bungalow,Semi-Furnished,Renovated,1,11.8,1.4,5.7,6.1,5.9,8.6,3,3.5,22800000,False,
1706,Alalubosa,7.390648,3.860597,252,3,2,4,2,Terraced House,Unfurnished,New,2,2.6,0.7,10.0,9.0,4.5,9.3,4,4.3,57300000,False,
1707,Iyaganku GRA,7.391029,3.873542,571,5,5,5,2,Detached House,Furnished,New,2,4.1,1.68,10.0,7.7,9.0,7.8,4,4.6,249700000,False,
1708,Samonda,7.42004,3.907525,179,2,3,5,2,Terraced House,Semi-Furnished,New,0,10.8,1.91,5.4,6.6,4.9,5.7,3,3.2,22800000,False,
1709,Alalubosa,7.383253,3.871865,269,3,3,4,2,Duplex,Unfurnished,Old,2,5.5,1.16,8.5,6.4,4.7,7.6,4,4.3,48100000,False,
1710,Iyaganku GRA,7.389116,3.866044,449,4,3,4,1,Detached House,Furnished,New,4,6.4,2.09,10.0,7.8,9.0,7.4,4,4.6,188200000,False,
1711,Iyaganku GRA,7.390526,3.866493,468,4,5,6,2,Duplex,Semi-Furnished,Renovated,3,4.0,1.12,8.6,5.6,9.0,8.0,4,4.6,236900000,False,
1712,Challenge,7.348923,3.877494,189,3,4,4,1,Flat,Unfurnished,New,1,8.4,1.79,5.8,9.7,8.7,7.6,3,3.8,14000000,False,
1713,Jericho,7.407899,3.887853,313,3,3,3,2,Duplex,Unfurnished,New,2,4.1,0.55,10.0,9.3,7.8,8.5,4,4.8,116100000,False,
1714,Agodi GRA,7.390507,3.890258,424,5,5,5,2,Duplex,Furnished,Renovated,4,10.6,0.44,9.2,8.2,8.8,10.0,4,4.7,187000000,False,
1715,Oluyole Estate,7.35653,3.847147,255,2,3,4,1,Bungalow,Unfurnished,Renovated,1,9.9,1.85,7.0,9.4,4.9,8.1,4,4.2,23700000,False,
1716,Iyaganku GRA,7.394006,3.877682,336,4,3,3,2,Detached House,Furnished,Renovated,2,7.0,1.41,9.9,10.0,9.0,9.3,4,4.6,189000000,False,
1717,Akobo,7.39827,3.913155,203,3,2,3,1,Bungalow,Unfurnished,Old,1,13.5,0.29,6.8,8.1,5.1,7.8,3,3.5,11000000,False,
1718,Alalubosa,7.382556,3.871818,194,2,2,2,2,Terraced House,Unfurnished,New,2,2.6,0.92,9.2,6.0,7.0,8.1,4,4.3,51100000,False,
1719,Iyaganku GRA,7.394945,3.876165,378,4,3,3,2,Duplex,Semi-Furnished,Old,2,4.6,2.53,10.0,9.2,5.9,8.4,4,4.6,163800000,False,
1720,Akobo,7.393039,3.920953,270,3,4,4,1,Bungalow,Semi-Furnished,New,1,12.1,2.82,8.2,8.5,7.1,7.3,3,3.5,28100000,False,
1721,Samonda,7.433503,3.916532,120,2,1,1,2,Terraced House,Semi-Furnished,New,2,6.4,2.49,4.0,8.3,3.0,7.0,3,3.2,11600000,False,
1722,Challenge,7.331524,3.872756,239,3,2,2,1,Bungalow,Unfurnished,Renovated,0,14.9,0.55,6.1,8.2,8.0,5.7,3,3.8,11100000,False,
1723,Samonda,7.439845,3.92159,234,3,3,3,1,Terraced House,Unfurnished,Old,1,9.8,2.45,5.8,8.1,4.2,4.3,3,3.2,12100000,False,
1724,Challenge,7.360047,3.886562,105,2,2,2,1,Mini Flat,Unfurnished,Renovated,0,9.8,2.61,6.4,9.4,8.3,8.0,3,3.8,4700000,False,
1725,Oluyole Estate,7.365773,3.85342,208,3,2,3,1,Bungalow,Unfurnished,Renovated,2,6.7,1.61,8.2,6.9,6.3,7.9,4,4.2,20100000,False,
1726,Samonda,7.422628,3.904121,180,2,3,4,1,Flat,Furnished,Renovated,0,9.6,1.15,4.0,6.2,5.6,7.4,3,3.2,15100000,False,
1727,Akobo,7.407618,3.930765,199,2,2,2,1,Terraced House,Unfurnished,Old,0,12.1,0.22,8.7,7.0,8.3,4.3,3,3.5,10000000,False,
1728,Jericho,7.399791,3.875416,151,2,2,3,1,Bungalow,Unfurnished,Renovated,3,5.3,2.4,7.7,8.8,6.4,9.0,4,4.8,39900000,False,
1729,Samonda,7.427879,3.908566,269,2,3,4,1,Bungalow,Unfurnished,Renovated,1,10.8,1.71,10.0,5.0,3.0,6.5,3,3.2,20400000,False,
1730,Alalubosa,7.383424,3.86049,278,3,3,4,1,Bungalow,Unfurnished,Old,2,2.0,1.95,8.5,8.6,7.4,8.8,4,4.3,42800000,False,
1731,Akobo,7.401428,3.918373,130,2,2,4,1,Flat,Semi-Furnished,Old,0,10.0,1.28,5.9,9.3,3.6,6.0,3,3.5,8500000,False,
1732,Iyaganku GRA,7.375431,3.871364,284,4,5,5,2,Duplex,Furnished,New,3,5.2,1.7,8.2,10.0,5.1,8.1,4,4.6,181800000,False,
1733,Bodija,7.437702,3.911285,375,4,4,4,1,Bungalow,Semi-Furnished,New,2,11.0,1.66,8.8,9.4,3.9,8.6,5,5.0,130800000,False,
1734,Agodi GRA,7.415855,3.895031,362,3,3,3,2,Duplex,Semi-Furnished,Renovated,3,5.8,2.74,10.0,7.5,8.4,7.0,4,4.7,167000000,False,
1735,Agodi GRA,7.413732,3.901017,192,3,3,4,1,Bungalow,Semi-Furnished,New,4,7.7,2.52,8.0,9.3,7.2,9.2,4,4.7,125400000,False,
1736,Bodija,7.434607,3.924003,507,5,4,4,1,Detached House,Semi-Furnished,Old,4,10.0,0.95,10.0,10.0,5.6,10.0,5,5.0,125100000,False,
1737,Challenge,7.334201,3.883257,135,2,1,1,1,Flat,Unfurnished,New,1,17.1,0.96,5.9,7.0,5.2,6.2,3,3.8,8500000,False,
1738,Alalubosa,7.372939,3.857341,334,4,5,5,3,Detached House,Furnished,Renovated,2,7.8,2.02,8.2,8.6,7.0,7.3,4,4.3,93000000,False,
1739,Samonda,7.431172,3.909285,210,2,2,3,1,Bungalow,Furnished,Old,2,12.0,2.78,5.7,6.9,6.6,6.4,3,3.2,13600000,False,
1740,Samonda,7.430961,3.902156,195,2,3,3,1,Flat,Furnished,Renovated,1,11.8,1.64,4.3,5.0,5.5,6.0,3,3.2,12700000,False,
1741,Challenge,7.335588,3.860428,290,3,3,3,1,Terraced House,Semi-Furnished,Renovated,1,16.5,0.63,7.2,6.4,7.2,7.8,3,3.8,16800000,False,
1742,Akobo,7.388022,3.922049,202,2,1,1,1,Bungalow,Semi-Furnished,Renovated,1,11.9,2.62,6.6,5.5,6.4,6.1,3,3.5,19200000,False,
1743,Akobo,7.386859,3.928964,111,1,2,2,1,Mini Flat,Furnished,Renovated,1,10.2,2.45,8.8,5.8,8.3,6.7,3,3.5,9100000,False,
1744,Akobo,7.408743,3.930491,297,3,4,5,1,Bungalow,Unfurnished,Renovated,0,12.7,0.95,7.6,6.3,5.6,6.8,3,3.5,19300000,False,
1745,Oluyole Estate,7.350419,3.854907,371,3,2,3,1,Bungalow,Furnished,Old,3,6.2,2.13,7.9,6.7,5.7,6.9,4,4.2,47800000,False,
1746,Challenge,7.34911,3.877604,139,2,2,3,1,Terraced House,Semi-Furnished,Old,1,14.2,0.1,7.2,9.3,5.2,6.6,3,3.8,8400000,False,
1747,Jericho,7.400476,3.882023,439,4,4,6,2,Duplex,Semi-Furnished,Renovated,3,6.8,0.65,9.4,7.3,6.8,10.0,4,4.8,107000000,False,
1748,Akobo,7.406216,3.930874,119,2,3,3,1,Mini Flat,Unfurnished,Renovated,0,9.0,1.12,7.6,6.8,5.5,8.0,3,3.5,9400000,False,
1749,Oluyole Estate,7.357206,3.860236,422,4,3,3,2,Duplex,Semi-Furnished,Renovated,2,5.1,2.7,9.8,9.4,8.0,9.0,4,4.2,58300000,False,
1750,Samonda,7.443196,3.893447,189,2,1,1,1,Bungalow,Unfurnished,Renovated,1,10.3,0.53,4.6,7.7,7.6,5.3,3,3.2,12500000,False,
1751,Oluyole Estate,7.357177,3.850595,310,3,2,2,1,Bungalow,Unfurnished,Renovated,3,8.2,2.29,7.8,9.9,7.2,8.5,4,4.2,33400000,False,
1752,Challenge,7.340225,3.873325,181,2,3,3,1,Flat,Unfurnished,Old,1,14.7,0.33,6.1,6.1,5.0,6.3,3,3.8,7900000,False,
1753,Samonda,7.437132,3.906425,103,1,1,3,1,Mini Flat,Unfurnished,Renovated,1,9.6,0.83,5.3,7.0,4.2,6.5,3,3.2,7100000,False,
1754,Samonda,7.42165,3.915039,376,4,3,4,1,Bungalow,Semi-Furnished,Old,2,8.0,1.76,6.4,4.7,3.0,6.1,3,3.2,27100000,False,
1755,Akobo,7.38912,3.911458,341,4,3,3,1,Bungalow,Furnished,New,0,13.2,0.94,8.7,7.3,5.8,7.2,3,3.5,37300000,False,
1756,Bodija,7.439457,3.921516,339,3,2,2,2,Duplex,Semi-Furnished,Renovated,4,8.5,1.85,8.7,10.0,9.0,10.0,5,5.0,91700000,False,
1757,Challenge,7.322758,3.865416,335,3,3,3,1,Bungalow,Unfurnished,New,0,11.3,2.07,6.6,7.2,3.0,6.9,3,3.8,8800000,False,
1758,Oluyole Estate,7.356508,3.859808,217,3,3,4,2,Terraced House,Semi-Furnished,Renovated,1,8.8,3.0,6.8,7.9,7.7,6.8,4,4.2,24700000,False,
1759,Samonda,7.433736,3.89517,93,1,2,4,1,Mini Flat,Unfurnished,Old,0,10.5,0.59,5.2,6.6,6.1,5.9,3,3.2,6600000,False,
1760,Samonda,7.436823,3.919332,345,5,5,5,1,Bungalow,Unfurnished,Renovated,1,8.9,1.53,4.9,5.6,6.4,4.8,3,3.2,25900000,False,
1761,Iyaganku GRA,7.400152,3.881811,352,4,3,4,2,Duplex,Semi-Furnished,Old,2,4.9,2.53,5.9,8.7,7.4,7.9,4,4.6,152600000,False,
1762,Bodija,7.424901,3.920383,316,4,3,3,3,Detached House,Semi-Furnished,New,3,5.8,1.24,10.0,10.0,7.5,7.7,5,5.0,124900000,False,
1763,Akobo,7.392579,3.919464,358,4,3,3,1,Bungalow,Unfurnished,Renovated,1,10.7,1.44,6.5,6.5,3.0,7.5,3,3.5,32500000,False,
1764,Akobo,7.384328,3.914351,137,1,2,2,1,Flat,Unfurnished,Renovated,1,11.6,0.46,5.6,5.4,3.8,7.7,3,3.5,7600000,False,
1765,Bodija,7.427686,3.908811,405,4,3,5,1,Detached House,Furnished,New,3,5.4,2.65,10.0,10.0,7.9,10.0,5,5.0,152300000,False,
1766,Akobo,7.399941,3.903706,233,3,4,4,2,Terraced House,Unfurnished,Renovated,1,13.6,2.15,7.4,6.9,4.5,8.1,3,3.5,20800000,False,
1767,Oluyole Estate,7.358854,3.857105,473,5,4,5,2,Duplex,Semi-Furnished,Old,2,6.9,2.01,10.0,8.0,9.0,8.2,4,4.2,52500000,False,
1768,Alalubosa,7.380104,3.868264,192,2,1,1,1,Bungalow,Unfurnished,Renovated,1,2.0,1.76,5.0,7.8,7.8,8.8,4,4.3,29400000,False,
1769,Bodija,7.429441,3.918647,328,3,2,4,2,Duplex,Semi-Furnished,New,3,6.2,2.7,8.8,10.0,9.0,9.2,5,5.0,125000000,False,
1770,Bodija,7.422039,3.916403,591,6,5,6,1,Detached House,Unfurnished,New,2,10.1,2.03,8.0,10.0,9.0,9.4,5,5.0,156000000,False,
1771,Oluyole Estate,7.355731,3.863565,293,4,4,5,1,Bungalow,Semi-Furnished,Old,2,4.0,1.57,7.8,7.2,9.0,5.9,4,4.2,29000000,False,
1772,Akobo,7.391905,3.915126,349,3,4,5,1,Bungalow,Unfurnished,Old,2,13.0,1.48,8.6,7.2,3.0,5.1,3,3.5,20600000,False,
1773,Akobo,7.390366,3.920257,113,2,1,2,1,Mini Flat,Unfurnished,New,1,10.6,0.72,4.1,8.7,5.9,9.7,3,3.5,7600000,False,
1774,Oluyole Estate,7.361648,3.853356,187,2,1,2,1,Bungalow,Unfurnished,Renovated,2,8.0,0.95,7.9,9.8,9.0,7.1,4,4.2,16700000,False,
1775,Challenge,7.349915,3.884855,365,5,4,5,1,Bungalow,Furnished,Old,1,11.8,1.98,4.6,7.1,7.1,8.8,3,3.8,22200000,False,
1776,Oluyole Estate,7.362171,3.851812,171,2,2,2,2,Terraced House,Unfurnished,Renovated,3,5.5,1.13,6.0,6.7,8.4,9.1,4,4.2,20100000,False,
1777,Akobo,7.387095,3.907279,147,2,1,2,1,Flat,Semi-Furnished,Renovated,1,15.1,2.18,6.8,5.3,7.7,7.7,3,3.5,8900000,False,
1778,Akobo,7.402027,3.922048,93,1,1,1,1,Flat,Unfurnished,Old,2,8.7,0.89,7.8,5.7,4.3,7.8,3,3.5,8000000,False,
1779,Akobo,7.409699,3.911153,162,2,2,2,1,Bungalow,Furnished,Old,0,11.6,2.1,6.7,6.7,3.6,7.9,3,3.5,10300000,False,
1780,Samonda,7.429181,3.894759,116,1,2,4,1,Mini Flat,Unfurnished,Renovated,1,8.2,0.47,6.5,6.2,6.2,6.7,3,3.2,8600000,False,
1781,Oluyole Estate,7.361186,3.850139,484,4,5,6,2,Duplex,Semi-Furnished,Renovated,2,6.2,1.25,8.9,8.0,3.7,9.5,4,4.2,48400000,False,
1782,Challenge,7.327526,3.885039,136,2,1,3,1,Flat,Unfurnished,Renovated,1,13.5,2.29,7.5,6.5,9.0,6.9,3,3.8,6600000,False,
1783,Challenge,7.327199,3.872641,153,2,2,2,1,Flat,Semi-Furnished,Renovated,1,14.9,0.31,4.8,7.8,4.9,8.2,3,3.8,7900000,False,
1784,Samonda,7.425479,3.911919,334,4,4,4,1,Bungalow,Unfurnished,Renovated,1,7.2,0.23,6.7,6.6,3.8,5.7,3,3.2,31900000,False,
1785,Challenge,7.332825,3.873659,93,1,2,3,1,Flat,Unfurnished,Old,1,13.4,1.97,7.6,5.3,6.7,8.3,3,3.8,3000000,False,
1786,Bodija,7.447681,3.905081,370,4,5,6,1,Bungalow,Semi-Furnished,New,3,8.2,1.72,8.9,8.3,8.9,9.8,5,5.0,144300000,False,
1787,Bodija,7.436842,3.904552,298,3,4,5,2,Duplex,Semi-Furnished,Renovated,4,12.1,1.82,8.3,9.7,9.0,9.7,5,5.0,119700000,False,
1788,Alalubosa,7.391781,3.858811,374,3,4,6,2,Duplex,Semi-Furnished,New,3,3.0,1.3,7.4,10.0,7.1,9.6,4,4.3,68500000,False,
1789,Challenge,7.345407,3.881639,187,3,2,3,1,Flat,Unfurnished,Old,1,13.8,1.38,6.8,5.9,7.8,6.3,3,3.8,5200000,False,
1790,Bodija,7.444466,3.913903,414,4,5,6,2,Duplex,Semi-Furnished,Renovated,3,10.8,1.15,9.2,8.2,9.0,10.0,5,5.0,101900000,False,
1791,Bodija,7.431055,3.911769,351,4,3,3,3,Detached House,Unfurnished,Renovated,3,9.6,1.16,10.0,8.3,6.1,9.7,5,5.0,101900000,False,
1792,Bodija,7.432699,3.914631,534,6,5,6,2,Detached House,Semi-Furnished,Old,3,7.7,2.32,10.0,10.0,9.0,9.4,5,5.0,139500000,False,
1793,Oluyole Estate,7.361869,3.841982,390,4,5,6,2,Duplex,Furnished,Old,2,7.9,2.24,8.5,8.8,5.8,8.9,4,4.2,51800000,False,
1794,Oluyole Estate,7.360936,3.844822,287,4,4,4,2,Terraced House,Unfurnished,Renovated,2,5.3,2.98,6.2,7.0,9.0,6.2,4,4.2,53700000,False,
1795,Samonda,7.423925,3.910912,193,3,3,4,1,Terraced House,Unfurnished,Renovated,1,12.3,1.45,6.7,7.9,7.2,8.0,3,3.2,17300000,False,
1796,Oluyole Estate,7.379315,3.855041,169,2,1,2,2,Terraced House,Unfurnished,New,2,6.1,1.36,7.2,8.1,5.9,7.4,4,4.2,23000000,False,
1797,Bodija,7.433643,3.906459,442,4,4,4,2,Duplex,Semi-Furnished,Renovated,3,11.6,0.1,9.5,9.7,7.9,10.0,5,5.0,170100000,False,
1798,Alalubosa,7.376848,3.866574,313,4,3,4,1,Bungalow,Unfurnished,New,1,6.5,1.76,4.8,8.6,4.6,9.2,4,4.3,49400000,False,
1799,Bodija,7.434487,3.919433,331,4,3,3,3,Detached House,Unfurnished,Renovated,3,5.3,0.57,10.0,10.0,9.0,10.0,5,5.0,79100000,False,
1800,Oluyole Estate,7.381369,3.841753,146,2,3,4,1,Terraced House,Furnished,New,2,9.9,1.19,8.6,9.7,9.0,6.8,4,4.2,23000000,False,
1801,Samonda,7.435048,3.887186,198,3,4,4,1,Terraced House,Furnished,Renovated,1,10.3,2.23,7.7,7.5,6.2,6.4,3,3.2,19400000,False,
1802,Bodija,7.435754,3.923073,305,3,4,4,2,Duplex,Semi-Furnished,New,2,10.1,1.84,10.0,9.7,9.0,10.0,5,5.0,122400000,False,
1803,Challenge,7.348201,3.89041,291,3,4,5,1,Terraced House,Unfurnished,Renovated,0,10.6,0.94,7.9,7.4,3.0,8.4,3,3.8,11000000,False,
1804,Akobo,7.401965,3.919196,171,3,4,5,1,Flat,Semi-Furnished,Renovated,0,9.3,2.47,10.0,7.1,7.8,9.0,3,3.5,18900000,False,
1805,Jericho,7.416097,3.884454,492,5,4,4,3,Detached House,Semi-Furnished,New,3,6.3,2.68,10.0,8.8,8.7,8.1,4,4.8,140000000,False,
1806,Samonda,7.444003,3.921299,306,3,4,4,1,Bungalow,Unfurnished,New,1,7.4,1.96,7.1,8.4,6.7,6.3,3,3.2,27500000,False,
1807,Agodi GRA,7.414438,3.905199,541,5,5,6,1,Detached House,Unfurnished,New,2,8.1,1.36,6.2,9.6,9.0,5.6,4,4.7,221000000,False,
1808,Alalubosa,7.381702,3.860624,175,2,3,3,1,Bungalow,Unfurnished,Old,3,3.0,1.61,4.6,7.1,4.7,6.8,4,4.3,27800000,False,
1809,Bodija,7.421314,3.909409,151,2,3,4,1,Bungalow,Semi-Furnished,New,3,9.5,1.82,10.0,10.0,7.4,10.0,5,5.0,60100000,False,
1810,Oluyole Estate,7.361974,3.864136,566,5,4,5,1,Detached House,Semi-Furnished,Renovated,3,5.7,0.94,8.0,7.3,9.0,7.9,4,4.2,68000000,False,
1811,Bodija,7.434545,3.90385,254,3,4,4,2,Duplex,Semi-Furnished,Renovated,3,10.1,2.28,9.5,8.7,9.0,10.0,5,5.0,105000000,False,
1812,Alalubosa,7.37648,3.868104,307,3,4,4,2,Duplex,Unfurnished,Renovated,3,3.2,2.33,8.4,8.8,9.0,6.9,4,4.3,57500000,False,
1813,Akobo,7.393508,3.927665,135,2,3,3,1,Flat,Unfurnished,Renovated,1,13.6,0.45,5.7,7.3,6.8,7.3,3,3.5,11800000,False,
1814,Samonda,7.43991,3.905767,245,4,5,5,1,Terraced House,Unfurnished,Renovated,1,10.5,1.82,7.9,6.5,3.5,5.7,3,3.2,24800000,False,
1815,Akobo,7.391189,3.912431,284,3,2,2,2,Terraced House,Unfurnished,Old,0,11.7,1.48,7.9,8.2,3.6,7.7,3,3.5,15800000,False,
1816,Alalubosa,7.386141,3.868677,282,3,3,4,2,Terraced House,Furnished,New,2,4.2,1.22,6.5,8.7,7.1,8.2,4,4.3,74700000,False,
1817,Akobo,7.396089,3.922391,152,2,3,3,2,Terraced House,Unfurnished,New,1,10.8,1.47,6.3,8.0,9.0,6.2,3,3.5,11300000,False,
1818,Alalubosa,7.376562,3.859214,252,3,4,4,1,Terraced House,Unfurnished,New,1,2.5,2.51,10.0,9.9,9.0,7.2,4,4.3,55700000,False,
1819,Iyaganku GRA,7.387006,3.880164,373,5,4,6,3,Detached House,Semi-Furnished,Old,2,3.5,2.11,5.9,9.0,9.0,8.8,4,4.6,168400000,False,
1820,Jericho,7.390454,3.886862,322,4,3,4,1,Detached House,Semi-Furnished,New,3,8.9,2.56,10.0,9.5,9.0,8.8,4,4.8,151000000,False,
1821,Bodija,7.412391,3.901936,157,2,3,4,1,Bungalow,Semi-Furnished,New,4,8.8,1.39,9.9,10.0,9.0,7.7,5,5.0,77400000,False,
1822,Alalubosa,7.373749,3.846912,168,2,2,2,1,Bungalow,Semi-Furnished,Renovated,2,4.1,1.13,7.7,10.0,7.8,9.7,4,4.3,37600000,False,
1823,Jericho,7.407134,3.895157,338,4,5,6,3,Detached House,Semi-Furnished,Renovated,2,3.7,1.45,8.4,9.4,9.0,7.9,4,4.8,125100000,False,
1824,Bodija,7.431945,3.910841,412,5,4,4,2,Detached House,Semi-Furnished,New,3,11.0,2.71,9.2,10.0,7.1,8.9,5,5.0,172000000,False,
1825,Challenge,7.334904,3.875136,185,3,4,5,1,Flat,Semi-Furnished,Renovated,0,10.9,1.5,7.9,7.6,4.4,7.7,3,3.8,7700000,False,
1826,Oluyole Estate,7.381198,3.839566,285,3,4,4,2,Duplex,Semi-Furnished,Renovated,3,7.1,2.87,7.4,8.0,6.4,6.6,4,4.2,49300000,False,
1827,Alalubosa,7.3894,3.863042,274,4,3,3,2,Terraced House,Semi-Furnished,Renovated,1,2.0,1.12,10.0,10.0,5.1,8.1,4,4.3,64400000,False,
1828,Samonda,7.435994,3.907754,231,3,4,4,1,Terraced House,Unfurnished,Old,1,10.1,1.02,4.2,4.7,3.3,7.2,3,3.2,17600000,False,
1829,Bodija,7.432216,3.915726,190,2,1,1,1,Bungalow,Semi-Furnished,Renovated,4,10.6,0.59,10.0,9.8,7.7,9.5,5,5.0,66700000,False,
1830,Challenge,7.34348,3.871958,129,1,2,3,1,Flat,Semi-Furnished,Old,1,14.9,1.71,5.4,7.7,7.6,6.4,3,3.8,5600000,False,
