location,latitude,longitude,area_sqm,bedrooms,bathrooms,toilets,stories,house_type,furnishing,condition,parking_spaces,distance_to_city_center_km,proximity_to_main_road_km,security_rating,infrastructure_quality,electricity_stability,water_supply,neighborhood_prestige,desirability_score,price_naira
Samonda,7.453444,3.903191,260,3,2,2,1,Bungalow,Unfurnished,New,1,10.3,2.17,8.0,9.2,7.7,5.6,3,3.2,25300000
Alalubosa,7.37527,3.858549,167,2,2,3,2,Terraced House,Unfurnished,Renovated,2,2.6,2.74,10.0,7.7,3.4,7.9,4,4.3,22100000
Bodija,7.42883,3.925367,425,4,4,4,2,Duplex,Furnished,New,3,7.0,1.76,10.0,9.8,7.3,9.7,5,5.0,147000000
Challenge,7.334144,3.88664,169,1,1,1,1,Flat,Furnished,Old,1,14.2,2.22,7.6,8.5,6.6,6.2,3,3.8,7200000
Jericho,7.405496,3.879269,483,5,5,5,2,Duplex,Furnished,New,3,8.7,1.42,9.5,9.1,9.0,8.8,4,4.8,198900000
Akobo,7.403616,3.906742,211,2,2,2,2,Terraced House,Unfurnished,Renovated,0,10.8,1.68,7.4,7.1,8.0,6.9,3,3.5,15600000
Bodija,7.443512,3.920199,432,4,3,5,2,Duplex,Semi-Furnished,New,2,7.7,0.23,10.0,9.5,9.0,9.9,5,5.0,140800000
Challenge,7.342429,3.87777,155,2,1,1,1,Flat,Semi-Furnished,Renovated,0,14.3,0.58,5.1,8.4,8.2,6.7,3,3.8,6300000
Akobo,7.387095,3.907279,147,2,1,2,1,Flat,Semi-Furnished,Renovated,1,15.1,2.18,6.8,5.3,7.7,7.7,3,3.5,8900000
Oluyole Estate,7.364593,3.857368,289,3,4,4,2,Duplex,Unfurnished,Renovated,2,10.2,1.35,10.0,6.7,4.4,9.1,4,4.2,40300000
Samonda,7.444623,3.906714,244,3,2,3,2,Terraced House,Unfurnished,Renovated,0,14.1,2.09,7.7,4.8,6.0,5.4,3,3.2,19500000
Akobo,7.394596,3.90935,90,1,2,3,1,Flat,Unfurnished,Renovated,1,12.5,0.92,9.7,6.4,4.7,7.8,3,3.5,10300000
Samonda,7.439205,3.911388,295,4,3,4,2,Terraced House,Unfurnished,Renovated,0,10.1,1.21,7.3,6.3,4.0,4.0,3,3.2,30000000
Akobo,7.414211,3.913736,173,2,2,3,1,Bungalow,Unfurnished,Old,1,9.8,0.85,8.4,8.2,6.3,7.6,3,3.5,14400000
Oluyole Estate,7.3549,3.846193,235,3,2,2,1,Bungalow,Unfurnished,New,3,4.9,1.42,7.8,7.3,7.3,7.7,4,4.2,37800000
Agodi GRA,7.412857,3.895267,328,4,4,5,2,Detached House,Semi-Furnished,Renovated,4,5.6,0.47,10.0,5.9,6.7,8.0,4,4.7,153400000
Oluyole Estate,7.374209,3.858536,175,3,2,2,1,Bungalow,Furnished,New,2,7.3,0.52,7.3,8.9,7.0,8.1,4,4.2,32600000
Bodija,7.429441,3.918647,328,3,2,4,2,Duplex,Semi-Furnished,New,3,6.2,2.7,8.8,10.0,9.0,9.2,5,5.0,125000000
Agodi GRA,7.414485,3.900618,257,3,4,4,1,Bungalow,Semi-Furnished,New,2,5.7,2.38,8.2,9.4,9.0,9.7,4,4.7,170100000
Iyaganku GRA,7.393056,3.869849,297,3,3,3,2,Duplex,Semi-Furnished,Old,3,3.6,2.77,7.8,7.3,9.0,9.2,4,4.6,131800000
Alalubosa,7.374147,3.86236,183,2,1,1,1,Bungalow,Furnished,Renovated,3,6.5,0.93,8.4,9.3,9.0,8.9,4,4.3,53000000
Bodija,7.432229,3.920195,432,4,5,5,3,Detached House,Semi-Furnished,New,2,6.1,0.62,9.6,9.2,6.5,10.0,5,5.0,140800000
Oluyole Estate,7.349932,3.851154,396,5,4,4,1,Bungalow,Semi-Furnished,Renovated,2,8.7,2.48,6.6,5.9,9.0,7.4,4,4.2,61300000
Oluyole Estate,7.352068,3.849637,379,4,4,6,2,Duplex,Furnished,Renovated,1,8.1,1.16,8.1,6.5,9.0,8.4,4,4.2,64800000
Bodija,7.414276,3.930402,367,4,3,3,1,Detached House,Unfurnished,Old,3,9.6,2.88,9.8,10.0,8.8,10.0,5,5.0,95000000
Bodija,7.431146,3.911902,276,3,3,4,1,Bungalow,Unfurnished,Old,3,6.0,0.82,10.0,9.6,9.0,10.0,5,5.0,52600000
Samonda,7.421137,3.901898,71,1,2,2,1,Mini Flat,Semi-Furnished,New,1,10.3,0.15,5.3,5.4,4.3,5.4,3,3.2,8200000
Agodi GRA,7.419445,3.879906,381,4,3,3,1,Detached House,Unfurnished,Old,3,7.6,1.11,9.4,9.1,9.0,9.1,4,4.7,121800000
Jericho,7.39749,3.894365,524,5,5,5,2,Detached House,Furnished,New,4,2.9,1.0,6.2,9.8,7.6,10.0,4,4.8,183900000
Samonda,7.443611,3.890417,116,1,1,3,1,Flat,Unfurnished,Renovated,1,9.3,0.5,8.0,6.8,5.8,6.1,3,3.2,6300000
Samonda,7.421499,3.896837,163,3,3,4,1,Terraced House,Semi-Furnished,New,1,9.7,2.24,8.7,4.2,5.5,5.2,3,3.2,17600000
Agodi GRA,7.399855,3.886795,548,4,3,3,3,Detached House,Unfurnished,Renovated,2,4.2,0.14,10.0,7.9,8.9,10.0,4,4.7,240000000
Jericho,7.389892,3.889285,444,4,3,3,2,Detached House,Unfurnished,Renovated,3,4.0,0.18,9.6,6.8,8.7,7.3,4,4.8,110500000
Samonda,7.425599,3.918136,203,3,2,2,1,Bungalow,Unfurnished,Renovated,2,12.9,0.26,7.1,4.4,3.7,4.0,3,3.2,13600000
Bodija,7.433911,3.909738,417,4,3,3,2,Duplex,Semi-Furnished,Renovated,3,8.5,1.67,10.0,10.0,7.6,10.0,5,5.0,135800000
Agodi GRA,7.415855,3.895031,362,3,3,3,2,Duplex,Semi-Furnished,Renovated,3,5.8,2.74,10.0,7.5,8.4,7.0,4,4.7,167000000
Samonda,7.418851,3.908534,122,2,1,2,1,Terraced House,Unfurnished,Old,0,9.0,2.65,6.0,4.6,7.6,5.1,3,3.2,6500000
Alalubosa,7.387056,3.86163,441,4,3,5,2,Duplex,Furnished,Old,2,5.5,0.17,8.7,7.8,7.8,7.2,4,4.3,60100000
Alalubosa,7.38732,3.851566,340,4,5,6,1,Detached House,Furnished,New,2,6.8,2.4,9.6,8.3,9.0,8.6,4,4.3,103100000
Bodija,7.435299,3.915793,340,4,3,3,1,Bungalow,Semi-Furnished,New,3,9.8,0.85,9.8,10.0,8.2,10.0,5,5.0,125000000
Samonda,7.441012,3.922149,111,1,2,2,1,Flat,Unfurnished,Old,1,6.6,0.55,7.6,5.3,4.5,7.1,3,3.2,7400000
Agodi GRA,7.420967,3.909067,490,4,3,3,2,Duplex,Unfurnished,New,4,4.0,1.32,10.0,9.3,8.6,9.3,4,4.7,177400000
Agodi GRA,7.404221,3.896838,276,3,2,3,2,Duplex,Semi-Furnished,Old,3,4.5,2.44,9.3,10.0,9.0,10.0,4,4.7,163000000
Samonda,7.425362,3.900495,277,4,3,3,2,Terraced House,Unfurnished,Renovated,2,9.3,1.58,4.0,6.4,3.0,5.3,3,3.2,19200000
Bodija,7.439495,3.914327,508,5,4,6,1,Detached House,Semi-Furnished,Old,3,8.1,1.41,10.0,10.0,9.0,10.0,5,5.0,100300000
Alalubosa,7.385081,3.850764,414,5,5,6,2,Detached House,Furnished,New,1,3.2,0.47,8.3,10.0,5.0,9.1,4,4.3,103100000
Samonda,7.42569,3.900358,280,3,3,4,1,Bungalow,Unfurnished,Renovated,1,13.7,1.32,8.4,5.5,5.7,6.3,3,3.2,17400000
Bodija,7.422669,3.917192,417,4,5,5,3,Detached House,Unfurnished,New,4,11.5,0.38,10.0,10.0,9.0,8.6,5,5.0,158800000
Akobo,7.394495,3.919628,166,2,3,3,1,Bungalow,Unfurnished,Old,1,7.0,2.12,9.0,5.8,5.1,7.1,3,3.5,8800000
Alalubosa,7.378089,3.858834,164,2,1,2,1,Bungalow,Semi-Furnished,New,2,2.8,0.53,8.2,8.6,7.9,8.3,4,4.3,44200000
Jericho,7.408191,3.874711,460,4,4,4,2,Duplex,Unfurnished,Renovated,2,4.7,2.11,7.9,10.0,5.3,10.0,4,4.8,83200000
Bodija,7.435167,3.908749,520,5,4,4,2,Detached House,Unfurnished,New,2,9.9,2.8,10.0,8.7,9.0,10.0,5,5.0,132600000
Samonda,7.429181,3.894759,116,1,2,4,1,Mini Flat,Unfurnished,Renovated,1,8.2,0.47,6.5,6.2,6.2,6.7,3,3.2,8600000
Alalubosa,7.385384,3.882445,448,3,4,6,2,Duplex,Unfurnished,Renovated,2,7.0,2.09,9.0,6.6,8.2,9.1,4,4.3,71000000
Alalubosa,7.379047,3.850202,205,2,3,3,1,Bungalow,Unfurnished,Renovated,2,3.9,1.33,8.6,8.1,6.9,7.2,4,4.3,41000000
Alalubosa,7.37648,3.868104,307,3,4,4,2,Duplex,Unfurnished,Renovated,3,3.2,2.33,8.4,8.8,9.0,6.9,4,4.3,57500000
Akobo,7.395879,3.909908,217,2,2,2,1,Bungalow,Unfurnished,Renovated,1,13.1,1.51,7.2,7.2,7.6,4.8,3,3.5,11700000
Bodija,7.431181,3.914638,527,5,4,4,2,Detached House,Unfurnished,New,4,7.1,0.62,10.0,9.1,7.6,9.1,5,5.0,159700000
Akobo,7.407888,3.932947,289,2,1,1,1,Bungalow,Semi-Furnished,Renovated,1,11.8,1.4,5.7,6.1,5.9,8.6,3,3.5,22800000
Akobo,7.400483,3.907087,224,2,3,3,2,Terraced House,Semi-Furnished,New,1,10.8,2.7,6.6,7.5,4.3,5.9,3,3.5,18500000
Bodija,7.437632,3.919334,410,4,5,7,3,Detached House,Semi-Furnished,Renovated,4,8.7,2.17,5.2,7.7,7.5,10.0,5,5.0,121000000
Samonda,7.442108,3.902158,323,3,4,4,1,Bungalow,Semi-Furnished,Old,0,10.8,2.96,5.1,7.1,3.9,6.4,3,3.2,17800000
Bodija,7.449027,3.916109,529,5,4,4,3,Detached House,Semi-Furnished,New,4,4.5,2.89,10.0,10.0,7.0,9.3,5,5.0,168600000
Jericho,7.397734,3.886793,341,4,5,6,2,Detached House,Unfurnished,New,2,7.1,1.34,8.1,8.2,9.0,8.7,4,4.8,96600000
Bodija,7.436287,3.901031,421,5,5,5,2,Detached House,Semi-Furnished,New,2,7.8,1.69,9.6,10.0,8.4,9.0,5,5.0,154300000
Alalubosa,7.38622,3.853173,309,3,3,4,2,Duplex,Semi-Furnished,New,3,3.7,1.61,6.7,7.1,7.4,10.0,4,4.3,48900000
Agodi GRA,7.419151,3.905786,572,6,5,5,1,Detached House,Furnished,New,3,6.9,0.22,8.4,9.7,9.0,9.6,4,4.7,353400000
Apete,7.434461,3.886213,234,3,3,4,1,Bungalow,Unfurnished,Renovated,2,13.1,1.12,6.1,4.0,3.1,6.0,2,2.8,8900000
Agodi GRA,7.398848,3.906148,363,4,4,5,1,Detached House,Unfurnished,New,4,7.7,2.5,10.0,8.7,9.0,7.0,4,4.7,163500000
Oluyole Estate,7.37266,3.871592,209,2,2,3,1,Terraced House,Furnished,Old,3,8.7,0.34,8.1,8.9,5.1,8.5,4,4.2,23100000
Iyaganku GRA,7.390117,3.86478,424,4,4,5,2,Duplex,Semi-Furnished,Old,4,2.8,1.78,10.0,8.7,9.0,9.8,4,4.6,199300000
Alalubosa,7.385951,3.874285,325,3,3,3,1,Bungalow,Unfurnished,Old,1,2.8,2.55,10.0,6.2,9.0,8.5,4,4.3,40600000
Oluyole Estate,7.367716,3.85793,424,3,2,2,2,Duplex,Semi-Furnished,Renovated,2,7.6,1.24,8.4,6.3,8.4,7.4,4,4.2,51000000
Samonda,7.427095,3.900481,179,2,3,3,1,Bungalow,Unfurnished,Renovated,2,12.7,2.73,5.7,6.9,4.3,4.6,3,3.2,17100000
Agodi GRA,7.398761,3.898163,392,4,5,6,3,Detached House,Semi-Furnished,New,3,8.6,1.33,9.8,10.0,9.0,8.6,4,4.7,180200000
Alalubosa,7.401854,3.845624,322,5,5,6,1,Detached House,Unfurnished,New,2,3.8,1.79,10.0,9.4,9.0,9.1,4,4.3,64800000
Alalubosa,7.39444,3.860878,261,3,4,5,2,Duplex,Unfurnished,Renovated,1,4.8,1.51,7.1,6.4,5.3,6.7,4,4.3,32300000
Alalubosa,7.387359,3.862659,385,4,5,6,2,Duplex,Unfurnished,Renovated,2,3.7,1.56,9.1,8.2,5.5,7.8,4,4.3,59400000
Iyaganku GRA,7.378525,3.862307,251,3,2,3,1,Bungalow,Furnished,Renovated,2,4.4,1.83,8.0,9.2,8.1,9.5,4,4.6,107300000
Samonda,7.434289,3.917697,146,1,1,3,1,Flat,Furnished,Renovated,2,9.8,0.33,6.0,6.5,7.1,6.9,3,3.2,14200000
Bodija,7.431945,3.910841,412,5,4,4,2,Detached House,Semi-Furnished,New,3,11.0,2.71,9.2,10.0,7.1,8.9,5,5.0,172000000
Alalubosa,7.401356,3.871056,295,3,4,4,2,Terraced House,Furnished,Renovated,3,3.7,2.83,6.2,8.3,3.1,5.4,4,4.3,78200000
Oluyole Estate,7.372527,3.85603,361,5,4,4,1,Bungalow,Furnished,New,2,7.7,0.18,6.6,6.7,4.2,6.4,4,4.2,57200000
Akobo,7.402213,3.910162,236,2,3,3,2,Terraced House,Unfurnished,Renovated,2,10.7,1.11,5.9,4.0,4.6,8.3,3,3.5,20300000
Iyaganku GRA,7.399258,3.870054,461,4,3,3,1,Detached House,Semi-Furnished,New,4,2.0,2.12,9.4,9.0,5.2,10.0,4,4.6,210800000
Oluyole Estate,7.353225,3.859051,128,2,1,1,2,Terraced House,Unfurnished,Old,1,5.6,0.95,5.7,5.9,8.9,6.9,4,4.2,12900000
Alalubosa,7.390981,3.851382,345,5,4,4,1,Bungalow,Unfurnished,Renovated,1,5.6,2.04,8.3,8.6,7.5,6.8,4,4.3,71300000
Alalubosa,7.370918,3.846394,156,3,4,5,1,Terraced House,Semi-Furnished,Renovated,1,5.4,2.17,9.2,10.0,6.9,6.1,4,4.3,44200000
Oluyole Estate,7.357543,3.872144,352,4,3,4,1,Bungalow,Semi-Furnished,New,1,8.6,2.21,8.0,9.1,5.8,6.5,4,4.2,57600000
Samonda,7.42165,3.915039,376,4,3,4,1,Bungalow,Semi-Furnished,Old,2,8.0,1.76,6.4,4.7,3.0,6.1,3,3.2,27100000
Bodija,7.433765,3.921423,578,6,5,5,1,Detached House,Furnished,New,3,4.3,1.16,9.1,9.1,9.0,8.5,5,5.0,236200000
Samonda,7.42004,3.907525,179,2,3,5,2,Terraced House,Semi-Furnished,New,0,10.8,1.91,5.4,6.6,4.9,5.7,3,3.2,22800000
Oluyole Estate,7.353197,3.839179,348,4,3,3,1,Bungalow,Unfurnished,Old,2,8.1,1.45,6.4,8.5,7.3,8.9,4,4.2,27500000
Samonda,7.42415,3.899339,297,3,4,5,1,Bungalow,Unfurnished,Old,0,8.0,0.92,9.5,5.9,7.2,6.8,3,3.2,24300000
Oluyole Estate,7.354446,3.859149,202,3,2,3,2,Terraced House,Furnished,Renovated,1,9.2,2.7,7.1,10.0,5.1,6.6,4,4.2,34900000
Akobo,7.384031,3.912434,87,1,2,2,1,Flat,Unfurnished,Renovated,0,12.5,0.35,7.8,9.9,4.2,7.0,3,3.5,7000000
Akobo,7.397362,3.91108,251,3,4,6,1,Terraced House,Semi-Furnished,Old,2,8.7,2.74,5.4,6.6,6.0,7.3,3,3.5,15800000
Samonda,7.433736,3.89517,93,1,2,4,1,Mini Flat,Unfurnished,Old,0,10.5,0.59,5.2,6.6,6.1,5.9,3,3.2,6600000
Jericho,7.41047,3.886285,158,2,3,5,1,Bungalow,Semi-Furnished,New,2,9.4,1.91,9.9,9.6,6.7,10.0,4,4.8,57900000
Oluyole Estate,7.363241,3.873709,467,4,4,4,3,Detached House,Furnished,Renovated,3,11.4,2.09,9.5,8.8,6.9,7.2,4,4.2,76000000
Oluyole Estate,7.361968,3.860269,180,3,3,3,1,Terraced House,Semi-Furnished,New,1,6.3,1.97,6.2,7.6,6.9,8.6,4,4.2,30400000
Agodi GRA,7.407992,3.879829,521,6,5,5,1,Detached House,Semi-Furnished,New,3,6.2,1.44,7.4,6.9,9.0,9.2,4,4.7,202000000
Jericho,7.39915,3.882228,573,5,5,5,2,Detached House,Unfurnished,New,3,7.7,2.14,10.0,8.0,4.8,9.5,4,4.8,182400000
Alalubosa,7.393291,3.86337,285,3,4,6,2,Duplex,Semi-Furnished,Renovated,1,4.3,1.11,9.0,10.0,9.0,7.4,4,4.3,60600000
Bodija,7.436094,3.907562,175,2,3,3,1,Bungalow,Furnished,New,2,9.8,1.52,10.0,9.6,9.0,10.0,5,5.0,71500000
Oluyole Estate,7.363203,3.855077,279,3,2,3,1,Bungalow,Unfurnished,Renovated,2,6.2,0.35,7.5,8.1,9.0,9.1,4,4.2,27900000
Jericho,7.401534,3.898277,368,4,4,4,1,Bungalow,Semi-Furnished,Old,3,5.7,2.96,7.2,9.9,9.0,10.0,4,4.8,107900000
Samonda,7.438955,3.908351,159,2,1,1,1,Bungalow,Furnished,Renovated,1,12.6,1.87,5.4,6.1,7.0,5.8,3,3.2,13100000
Alalubosa,7.37573,3.858809,482,5,5,5,1,Detached House,Unfurnished,Old,1,4.5,0.35,8.2,7.0,6.7,7.1,4,4.3,69600000
Samonda,7.429583,3.895295,380,4,5,5,1,Bungalow,Unfurnished,New,2,12.6,2.19,8.2,6.0,3.0,6.2,3,3.2,27800000
Alalubosa,7.379765,3.855749,483,5,5,7,2,Duplex,Semi-Furnished,Renovated,2,3.8,1.6,6.5,5.4,5.6,9.2,4,4.3,76000000
Bodija,7.441588,3.924316,490,5,4,4,1,Detached House,Semi-Furnished,Renovated,3,6.9,1.34,10.0,10.0,9.0,10.0,5,5.0,109100000
Alalubosa,7.364295,3.865549,398,5,4,4,1,Bungalow,Unfurnished,Renovated,2,2.0,2.19,9.5,6.0,5.2,9.2,4,4.3,54700000
Oluyole Estate,7.359079,3.855984,232,3,4,5,1,Bungalow,Semi-Furnished,Renovated,3,10.3,1.28,10.0,9.4,8.4,9.2,4,4.2,41400000
Bodija,7.421314,3.909409,151,2,3,4,1,Bungalow,Semi-Furnished,New,3,9.5,1.82,10.0,10.0,7.4,10.0,5,5.0,60100000
Iyaganku GRA,7.398827,3.87343,594,6,5,5,1,Detached House,Semi-Furnished,Renovated,3,5.7,1.26,8.8,9.7,7.8,10.0,4,4.6,295600000
Alalubosa,7.390359,3.865533,356,3,4,4,2,Duplex,Semi-Furnished,Old,1,2.0,2.97,8.3,9.1,7.1,8.0,4,4.3,54400000
Alalubosa,7.388452,3.869476,258,4,5,6,1,Bungalow,Unfurnished,New,1,3.0,0.58,7.1,6.6,9.0,7.3,4,4.3,61800000
Iyaganku GRA,7.394006,3.877682,336,4,3,3,2,Detached House,Furnished,Renovated,2,7.0,1.41,9.9,10.0,9.0,9.3,4,4.6,189000000
Samonda,7.441169,3.923127,281,2,3,3,1,Terraced House,Unfurnished,Renovated,1,13.8,0.7,5.0,4.4,4.8,7.2,3,3.2,22500000
Akobo,7.407723,3.924144,163,2,1,1,1,Flat,Unfurnished,Renovated,2,11.2,1.2,9.5,7.2,5.2,6.6,3,3.5,9600000
Alalubosa,7.375146,3.862238,154,2,3,4,2,Terraced House,Furnished,New,1,2.0,2.98,6.1,6.5,7.7,7.2,4,4.3,40300000
Akobo,7.388762,3.920072,149,2,2,2,2,Terraced House,Unfurnished,New,1,8.5,1.3,5.8,5.4,6.5,5.1,3,3.5,16300000
Jericho,7.392718,3.885634,481,5,4,4,2,Detached House,Semi-Furnished,New,2,7.8,2.15,10.0,8.1,6.7,10.0,4,4.8,139000000
Jericho,7.396697,3.881114,381,4,5,5,2,Duplex,Furnished,Renovated,4,4.9,1.6,6.8,9.4,6.6,10.0,4,4.8,189200000
Bodija,7.447336,3.909693,285,3,3,4,2,Duplex,Semi-Furnished,Old,3,8.2,1.49,10.0,9.2,9.0,10.0,5,5.0,87900000
Oluyole Estate,7.371551,3.843678,324,3,3,4,2,Duplex,Unfurnished,New,1,7.5,1.17,8.7,5.9,8.1,7.8,4,4.2,44400000
Oluyole Estate,7.361648,3.853356,187,2,1,2,1,Bungalow,Unfurnished,Renovated,2,8.0,0.95,7.9,9.8,9.0,7.1,4,4.2,16700000
Oluyole Estate,7.368511,3.847041,379,4,3,4,2,Duplex,Furnished,Renovated,2,8.9,0.36,7.9,7.4,8.1,9.0,4,4.2,57800000
Akobo,7.399139,3.91847,242,4,5,5,2,Terraced House,Unfurnished,Old,0,11.2,2.65,8.2,5.0,4.0,7.0,3,3.5,23600000
Oluyole Estate,7.358712,3.857544,163,2,2,2,1,Bungalow,Unfurnished,Old,2,9.3,1.12,7.9,7.4,7.1,7.9,4,4.2,15600000
Jericho,7.40405,3.881184,280,3,4,4,1,Bungalow,Semi-Furnished,New,4,7.8,1.13,9.2,8.8,8.2,9.0,4,4.8,93900000
Alalubosa,7.378118,3.859448,309,3,2,3,1,Bungalow,Semi-Furnished,Renovated,1,7.2,2.26,8.0,7.8,7.0,7.6,4,4.3,43200000
Agodi GRA,7.404356,3.895169,371,4,3,4,1,Bungalow,Furnished,Renovated,3,5.4,2.93,9.5,9.4,6.8,8.8,4,4.7,152000000
Oluyole Estate,7.358301,3.853752,530,5,5,7,3,Detached House,Unfurnished,New,1,11.0,2.94,8.2,6.8,9.0,7.5,4,4.2,78000000
Akobo,7.39648,3.921225,144,2,3,4,1,Flat,Semi-Furnished,Renovated,1,10.1,1.42,7.1,7.7,5.7,8.0,3,3.5,9400000
Agodi GRA,7.414167,3.892455,259,3,2,2,2,Duplex,Unfurnished,Renovated,3,3.7,1.64,10.0,10.0,7.5,8.7,4,4.7,139100000
Alalubosa,7.381354,3.862269,339,3,4,5,1,Bungalow,Unfurnished,New,3,5.4,2.95,8.7,7.9,7.5,10.0,4,4.3,65600000
Jericho,7.407116,3.894468,411,5,4,6,2,Detached House,Furnished,Renovated,4,3.9,1.73,8.3,7.9,8.5,9.6,4,4.8,189000000
Alalubosa,7.40789,3.852807,582,5,4,4,3,Detached House,Furnished,Renovated,2,2.0,2.44,7.8,6.9,5.7,7.9,4,4.3,112900000
Agodi GRA,7.395459,3.914768,430,5,4,5,3,Detached House,Furnished,New,2,6.6,1.89,9.5,10.0,9.0,10.0,4,4.7,227800000
Challenge,7.338318,3.870561,221,2,1,1,1,Bungalow,Unfurnished,New,0,14.9,2.7,6.1,9.4,6.2,6.7,3,3.8,7400000
Alalubosa,7.376894,3.848856,180,2,2,2,1,Bungalow,Semi-Furnished,Renovated,1,2.9,2.5,7.0,7.3,5.6,9.8,4,4.3,29700000
Iyaganku GRA,7.399274,3.857252,299,3,2,2,2,Duplex,Unfurnished,New,3,5.3,0.79,10.0,9.5,5.2,8.5,4,4.6,166600000
Oluyole Estate,7.366405,3.837363,489,4,3,4,2,Duplex,Unfurnished,New,2,7.4,1.09,7.2,6.8,4.9,6.0,4,4.2,62000000
Oluyole Estate,7.360602,3.856837,446,4,4,4,2,Duplex,Semi-Furnished,New,2,8.3,1.85,6.1,7.5,7.7,5.7,4,4.2,50400000
Akobo,7.389761,3.912798,269,3,2,3,1,Bungalow,Unfurnished,Renovated,1,9.1,0.59,7.2,8.2,4.2,7.1,3,3.5,15900000
Jericho,7.407331,3.885699,503,5,4,4,1,Detached House,Unfurnished,Renovated,2,2.7,1.38,10.0,9.2,5.5,8.4,4,4.8,113800000
Iyaganku GRA,7.390056,3.864453,422,4,4,4,2,Duplex,Unfurnished,New,3,5.6,2.61,9.5,8.0,9.0,8.5,4,4.6,184700000
Alalubosa,7.396017,3.865726,263,4,4,5,1,Bungalow,Furnished,New,2,2.0,1.02,8.8,8.9,7.6,8.1,4,4.3,73500000
Akobo,7.403018,3.946523,326,4,5,5,1,Bungalow,Unfurnished,Old,1,12.7,2.53,9.7,7.9,6.0,6.1,3,3.5,25600000
Akobo,7.405644,3.915426,147,3,2,2,1,Flat,Unfurnished,New,0,12.2,2.78,4.8,10.0,6.3,8.2,3,3.5,10200000
Samonda,7.424871,3.916589,170,3,2,2,1,Flat,Unfurnished,Renovated,0,10.5,0.89,7.5,4.2,5.5,6.2,3,3.2,12800000
Alalubosa,7.397273,3.86693,497,4,3,5,2,Duplex,Unfurnished,Renovated,1,2.0,2.2,6.8,6.2,8.7,7.5,4,4.3,54800000
Alalubosa,7.389793,3.851335,257,3,4,4,1,Bungalow,Unfurnished,Renovated,3,4.1,2.05,7.4,9.0,6.4,7.7,4,4.3,60100000
Challenge,7.347621,3.882846,266,3,4,4,2,Terraced House,Furnished,Renovated,0,9.4,0.91,9.0,6.9,5.9,7.6,3,3.8,10900000
Oluyole Estate,7.361957,3.861489,310,4,3,3,1,Bungalow,Semi-Furnished,Renovated,2,7.5,2.35,7.6,5.9,4.4,8.4,4,4.2,38800000
Akobo,7.393436,3.916508,219,2,1,2,1,Bungalow,Unfurnished,Renovated,0,11.9,1.36,8.4,5.5,3.7,6.9,3,3.5,15300000
Samonda,7.430457,3.913733,226,2,1,2,1,Bungalow,Unfurnished,Renovated,2,8.1,1.32,7.4,6.2,4.9,5.5,3,3.2,13300000
Oluyole Estate,7.368784,3.867367,481,4,3,3,2,Duplex,Unfurnished,Renovated,2,9.5,1.77,7.6,7.5,8.0,8.1,4,4.2,54200000
Oluyole Estate,7.370755,3.857032,197,3,2,3,1,Terraced House,Semi-Furnished,Renovated,2,8.7,2.51,5.5,8.1,7.9,8.2,4,4.2,28000000
Bodija,7.427941,3.924828,523,5,4,4,2,Detached House,Unfurnished,New,4,3.5,1.68,10.0,9.2,6.0,10.0,5,5.0,185200000
Agodi GRA,7.416186,3.897515,348,4,4,5,1,Bungalow,Furnished,Old,2,6.9,0.47,8.2,8.9,9.0,9.3,4,4.7,162400000
Samonda,7.439845,3.92159,234,3,3,3,1,Terraced House,Unfurnished,Old,1,9.8,2.45,5.8,8.1,4.2,4.3,3,3.2,12100000
Oluyole Estate,7.363683,3.853577,188,2,3,5,1,Bungalow,Semi-Furnished,New,1,9.2,0.88,7.8,7.4,7.5,7.6,4,4.2,21000000
Bodija,7.442863,3.919899,254,3,2,2,2,Duplex,Semi-Furnished,New,4,6.8,2.36,7.6,8.3,7.8,10.0,5,5.0,92000000
Jericho,7.399905,3.891615,405,5,4,6,1,Detached House,Furnished,Renovated,4,5.7,0.9,7.6,7.7,6.0,10.0,4,4.8,153900000
Iyaganku GRA,7.392209,3.868457,446,5,4,5,2,Detached House,Semi-Furnished,Old,2,7.0,1.63,7.1,9.3,6.9,8.0,4,4.6,170200000
Oluyole Estate,7.338155,3.862124,536,5,4,5,2,Detached House,Unfurnished,New,2,7.5,2.2,6.6,7.1,6.9,8.0,4,4.2,64600000
Jericho,7.402967,3.880913,347,4,3,4,2,Duplex,Unfurnished,Renovated,2,9.1,2.63,8.4,9.0,6.9,9.3,4,4.8,108300000
Oluyole Estate,7.360854,3.856324,389,4,3,5,2,Duplex,Furnished,Renovated,2,7.1,0.45,8.0,10.0,5.5,9.0,4,4.2,57100000
Iyaganku GRA,7.386329,3.873471,529,5,5,7,3,Detached House,Semi-Furnished,New,4,6.9,1.47,8.1,9.1,9.0,10.0,4,4.6,319700000
Jericho,7.395247,3.887258,375,4,5,5,2,Detached House,Unfurnished,Renovated,2,3.2,1.14,10.0,8.7,8.1,8.7,4,4.8,114000000
Akobo,7.392203,3.920311,243,3,4,5,1,Bungalow,Unfurnished,Renovated,1,12.7,0.75,6.2,8.1,3.7,6.9,3,3.5,17500000
Oluyole Estate,7.356508,3.859808,217,3,3,4,2,Terraced House,Semi-Furnished,Renovated,1,8.8,3.0,6.8,7.9,7.7,6.8,4,4.2,24700000
Challenge,7.324365,3.889938,257,3,2,2,1,Bungalow,Furnished,New,0,12.7,2.05,7.1,6.0,6.6,5.7,3,3.8,10600000
